id,price
100114,8131827.52013623
100115,6221340.081092728
100116,6320207.641135494
100117,2440308.347598824
100118,3323439.2165046516
100119,4094629.9612163906
100120,1851340.608039542
100121,4359720.668416065
100122,1798474.1031983504
100123,6797450.403419391
100124,6834481.531996577
100125,4043802.431955742
100126,1863779.5202947739
100127,7773117.958975527
100128,5208539.065891806
100129,5641226.713883721
100130,1942438.2215143326
100131,9313426.647332294
100132,5884245.5684708515
100133,3754353.267502235
100134,3498068.004423953
100135,4600321.882256417
100136,7440649.541819502
100137,1956414.929563962
100138,2720721.461287398
100139,8717020.38005529
100140,3213199.906228979
100141,5474821.207494348
100142,2091833.8694698405
100143,14599762.952186938
100144,1534699.4722464848
100145,4995360.702205988
100146,7250891.251785489
100147,6490247.030431225
100148,1266362.5247222371
100149,8254947.761998795
100150,2641193.141603112
100151,12252364.446026323
100152,2008546.4076624084
100153,3722726.701215906
100154,1144021.387090615
100155,1684798.849810949
100156,9191021.247786395
100157,4383467.473526215
100158,2891401.1958136423
100159,9384686.948796408
100160,6981347.410325022
100161,10616529.187244717
100162,5821726.640836531
100163,4135515.275933001
100164,7228085.64829845
100165,1918058.3973828317
100166,6876760.994697388
100167,6948867.688289065
100168,2969438.697857884
100169,4071440.6925558173
100170,4699837.756379345
100171,9904015.136337955
100172,2815078.9144690167
100173,5657075.81393214
100174,2683602.458333243
100175,14823164.501745934
100176,1578367.3656124673
100177,4256116.115418737
100178,7865982.176804097
100179,5578949.074165322
100180,8290399.4920030255
100181,5590937.417357283
100182,4117643.2433994818
100183,18079971.819221232
100184,18894683.866735
100185,4591647.458119191
100186,2772245.5417427802
100187,10862663.161636107
100188,12623333.953921016
100189,4987529.015807124
100190,4750894.895328033
100191,6530734.795188333
100192,3373771.162118212
100193,4167948.753540686
100194,8239992.1907694405
100195,1961672.3700856394
100196,4729357.842240307
100197,2757710.5484403935
100198,4843567.222668111
100199,14477706.462052556
100200,3446340.2821512213
100201,4634498.762179357
100202,5166384.362336538
100203,4337547.7068574345
100204,2744517.742383573
100205,2231759.071908411
100206,7961415.190602614
100207,3576179.7810591487
100208,3508821.572902781
100209,8824445.418528236
100210,3555802.3230292117
100211,1683003.9193724971
100212,24788986.39264585
100213,3325225.1303335833
100214,6080920.699005439
100215,5480758.422154844
100216,8667602.110112868
100217,5267155.331719112
100218,3785481.228956739
100219,6325016.616412224
100220,5560812.683333046
100221,2323227.934911198
100222,7338459.66560586
100223,2351924.373118799
100224,2306710.8527943254
100225,9389043.613869313
100226,9850594.191588089
100227,4750128.62329631
100228,5822814.960817828
100229,1646018.3628338552
100230,1982041.888576419
100231,10071140.60107776
100232,4099124.4247785355
100233,4020432.6165871928
100234,1536472.4995352244
100235,1327026.7470520055
100236,1750851.1169570168
100237,3439571.4147121464
100238,3989502.8422845947
100239,4484729.889644757
100240,3491931.0819666917
100241,3719557.7880517878
100242,5125247.016860299
100243,1633242.777149791
100244,4985478.944006838
100245,3395571.08577685
100246,5660412.988014191
100247,3270889.528445903
100248,3960444.5696675973
100249,3625752.0767180733
100250,2512156.1366258254
100251,6620978.526533823
100252,5458754.170287469
100253,1903524.3906199648
100254,1703228.1218462912
100255,4141116.5470061293
100256,14866223.097739952
100257,6620149.911334499
100258,8255912.9867055025
100259,4314572.471297635
100260,13989059.126350103
100261,7434889.441043744
100262,6535363.422013542
100263,2861293.7933332287
100264,3399771.42636632
100265,3722599.8425044385
100266,6409252.332502651
100267,5219034.114247987
100268,1667879.3647662317
100269,5033063.633352364
100270,2635005.172246161
100271,1859959.2654729132
100272,1510053.5156620229
100273,8919726.78390858
100274,7480818.774321782
100275,8421873.388118947
100276,5743100.935523163
100277,4770603.418709857
100278,6824603.490841192
100279,2852919.3731091586
100280,6866671.961024653
100281,1596561.920607531
100282,8915785.799590627
100283,5437597.716369558
100284,2127073.701431417
100285,2693421.1580207366
100286,7827894.986860497
100287,4876394.218756884
100288,8298814.617589103
100289,897237.0059708436
100290,4028823.5846761474
100291,1143447.506562083
100292,2462362.7266036775
100293,13800799.701071775
100294,4227304.77530007
100295,3641430.794580088
100296,2248978.734368302
100297,2788032.2131885015
100298,1839924.7376025673
100299,4503148.924593736
100300,1949443.078913561
100301,3245564.745698664
100302,9411161.831838565
100303,5194849.024945629
100304,3870774.2641885644
100305,4890905.793545346
100306,6918250.217283446
100307,2398212.60329922
100308,1663656.963914739
100309,2903242.176348556
100310,1888426.7672493607
100311,4255869.497779658
100312,6468456.164130846
100313,2337095.9733273694
100314,8426427.225112755
100315,2634082.376832448
100316,4829067.027555676
100317,5172042.240128206
100318,2138885.5443480127
100319,3180078.64732307
100320,6836914.882535391
100321,10129628.363110717
100322,5678973.071655141
100323,4763892.282866112
100324,3237210.063869888
100325,7022425.549672696
100326,1988858.2279533986
100327,7309027.309151944
100328,2347427.3722775504
100329,1372800.3414239367
100330,1518557.88186154
100331,6165591.735615154
100332,2901514.736790099
100333,14235897.340035152
100334,2286526.39042784
100335,8561666.27623149
100336,3571916.1676393007
100337,5262963.486594706
100338,5936820.407252283
100339,2163743.604824711
100340,3920616.89371489
100341,2425565.6086581056
100342,21718541.708988924
100343,6809577.970062938
100344,2395571.547893801
100345,9216883.080739189
100346,4383480.387947885
100347,3165329.0214846204
100348,10574754.092674598
100349,18138294.09584428
100350,6725952.858640914
100351,3516334.524861379
100352,5885972.386706761
100353,3456975.0439886423
100354,2983829.6769362697
100355,12324916.164167978
100356,1353449.821018179
100357,2221725.861261883
100358,2586997.1852416126
100359,1429540.8240378755
100360,6407205.262919031
100361,12812303.795652023
100362,1212074.581146623
100363,4562780.405647408
100364,1920618.7349736043
100365,6634251.408478408
100366,7697105.624361945
100367,1175380.8514726525
100368,3258972.2497182256
100369,10996817.307633102
100370,3166330.739426475
100371,4305717.13916747
100372,3667002.144701637
100373,2368967.7816841896
100374,5279091.881136226
100375,3081565.925322731
100376,18475663.850603983
100377,5076649.2421243265
100378,9721894.137184013
100379,4381388.928948801
100380,5548165.283648852
100381,9088114.847188594
100382,7707883.783112647
100383,715660.8349032765
100384,2007623.6909060823
100385,4944939.296190703
100386,6708403.990197308
100387,7913159.088612348
100388,5340407.493606486
100389,6104839.41251881
100390,2175660.3211709624
100391,2827379.670375952
100392,5195736.848908119
100393,4136076.2650206927
100394,1782529.9020135868
100395,3933643.1147362357
100396,954167.5615779925
100397,4610892.208363583
100398,1176097.4961699229
100399,7127448.794324039
100400,2441101.223729831
100401,3644881.474737672
100402,11470158.537045889
100403,7151524.61524713
100404,2533859.409188904
100405,5193170.191219838
100406,3439206.186401581
100407,1589717.4597787121
100408,5260803.847832313
100409,1503705.384125752
100410,7424176.209778921
100411,1596313.3187469682
100412,8528633.968297761
100413,5943387.579112588
100414,4428716.235334538
100415,3027748.209440635
100416,5797859.335543631
100417,16257748.19301931
100418,4391242.449845354
100419,1921269.6198937916
100420,1352425.8666868056
100421,3685699.2928272355
100422,5597030.493486601
100423,3118635.752978606
100424,2615909.9395353296
100425,3069456.4098845157
100426,2930189.1146447877
100427,2921735.9916384583
100428,2794727.914650905
100429,4248099.706932927
100430,10264095.987530898
100431,1791283.1963520152
100432,4704054.395112907
100433,8482558.260831643
100434,3659562.0894711507
100435,2698690.1659576334
100436,6602355.839572359
100437,965603.1869512936
100438,1763655.4482648745
100439,3213003.409165106
100440,6058775.016374632
100441,4057115.5866651814
100442,3860018.5127860755
100443,1962777.6949327046
100444,21832418.77393402
100445,10010949.515683193
100446,1192010.7269894867
100447,4507920.099457579
100448,1388558.572979502
100449,5431449.048205876
100450,6965133.081535088
100451,2200243.636357249
100452,1989067.5931478771
100453,7172955.867531069
100454,5834757.495999239
100455,4095528.694375778
100456,3706925.779118107
100457,2989051.897786252
100458,1717757.8426342434
100459,6037840.070830285
100460,4499270.289062025
100461,4525651.139231723
100462,8466387.274986897
100463,5864898.446135225
100464,3909427.9751123227
100465,2129372.320669696
100466,1544563.2388425139
100467,3422904.008097942
100468,3804534.1807809873
100469,5353877.215592504
100470,6149323.993934266
100471,3366135.5882929685
100472,2339096.045974987
100473,1770244.965536925
100474,3719616.144682954
100475,6084053.117695192
100476,3263882.3405783316
100477,3194675.1532600042
100478,19103712.231239296
100479,7995530.4819872305
100480,3484770.892747817
100481,1724702.089289132
100482,12078245.569529714
100483,2488007.9036518736
100484,4198259.104999198
100485,2194752.367883076
100486,2225827.6042085714
100487,2041023.7670740888
100488,2917842.9029742293
100489,4430597.9618861815
100490,4155228.542276715
100491,3966135.913417749
100492,7242877.210741732
100493,2795127.1277917186
100494,6895752.005571081
100495,10193032.650537886
100496,6818943.239135412
100497,4557444.2779288655
100498,6310059.398963856
100499,623513.5165429581
100500,4644044.900464341
100501,2155410.753436558
100502,3376603.6473725373
100503,2893723.7763358816
100504,1492711.788799304
100505,3535787.0457690693
100506,2127056.126594324
100507,2389910.657107877
100508,4052703.231791345
100509,7749569.96972779
100510,10753463.048529949
100511,2473183.9077071557
100512,6724220.220215398
100513,1585254.5876075057
100514,7913617.884705791
100515,6236557.466751462
100516,2351718.9017465273
100517,6668693.367748036
100518,14642266.976806622
100519,1999080.9900248258
100520,1247755.651847314
100521,3069713.069447441
100522,5996910.455308011
100523,3476726.886204346
100524,3900122.3388860268
100525,1155590.2384588271
100526,3954402.46417379
100527,9562740.879592273
100528,3208565.5472651273
100529,6089145.300068617
100530,4759248.790757644
100531,8474816.22738624
100532,2167646.764681545
100533,4025365.117072166
100534,10169410.781401698
100535,10821248.811141405
100536,3404601.979172576
100537,2797806.6751780408
100538,4102618.074993292
100539,2317633.313151469
100540,3294885.952543451
100541,6839164.189107662
100542,1677281.1724236975
100543,3962108.9699615864
100544,1260434.1397625962
100545,2881303.84103145
100546,1338259.1202540682
100547,4956262.31339664
100548,4977437.062197594
100549,4633370.038063926
100550,4804215.73136879
100551,2911712.0874825343
100552,5665677.921158045
100553,6307556.398449012
100554,2123345.9660543054
100555,13726442.547018295
100556,9931096.851745216
100557,1730181.9034954212
100558,3576723.9281092747
100559,6317299.900854882
100560,1455173.2647979427
100561,1622235.0971080875
100562,7428999.746282304
100563,3998079.5361085646
100564,520649.2815981852
100565,14375493.011673104
100566,2054136.9214441762
100567,2180937.920822775
100568,2429999.064787819
100569,4847943.306077865
100570,8793177.912628412
100571,1130214.8377957568
100572,5689095.492937878
100573,1078786.182308707
100574,9356406.069750087
100575,4452915.786294462
100576,1409174.1604289492
100577,2295776.693630536
100578,3161656.6938630324
100579,2004778.9355185188
100580,1720015.1175415218
100581,11334723.281361148
100582,3086256.3167084428
100583,7210646.270132802
100584,3957863.509729811
100585,4232104.972762836
100586,3392848.639209166
100587,2717808.505765125
100588,8864475.363809654
100589,2396272.1178767127
100590,6330263.030595531
100591,7792185.065178834
100592,3504553.989877806
100593,6409592.106500851
100594,4069192.074125458
100595,1948278.8429385908
100596,4092230.9412893
100597,1153358.5802644235
100598,6906280.306895426
100599,2890672.9507319583
100600,3009085.8483208236
100601,3057293.002553059
100602,5220088.332628353
100603,2560286.6542539326
100604,2370251.582925182
100605,3118044.461199576
100606,3026482.3081141384
100607,3352325.8980987007
100608,2478504.102394986
100609,3055027.778517706
100610,3259643.7653809045
100611,7566741.585619159
100612,2027324.0857371206
100613,2363659.7331294836
100614,4580958.571821604
100615,4123983.801935792
100616,1792505.0694285622
100617,1846660.3568954552
100618,11117832.833391836
100619,3997136.747730275
100620,2235800.830391041
100621,4871891.480566982
100622,5943593.570695415
100623,1270899.794467247
100624,2822391.0915949326
100625,7005383.951523254
100626,7633559.4630146865
100627,5645476.568928445
100628,2608133.442576738
100629,3543177.6529249856
100630,2309363.949065043
100631,2008976.5723829153
100632,1784381.2930040825
100633,1420682.091802427
100634,2734289.156446842
100635,4066832.0569025255
100636,10274470.706743687
100637,2460981.9657821804
100638,13396660.167382123
100639,8641429.251853272
100640,3546465.1048713755
100641,3064864.700452132
100642,1079909.5731688724
100643,2054938.7954240243
100644,3785983.595232204
100645,2174391.4235647907
100646,2638050.455411088
100647,4389596.789036191
100648,5403723.5148157235
100649,23648084.722670745
100650,4082540.877848021
100651,763881.9016078766
100652,4044253.602999261
100653,3196471.3647626434
100654,3188521.2183089424
100655,3769429.289832221
100656,15145328.35852936
100657,7184860.4003637545
100658,4719576.908344348
100659,11454685.047311202
100660,2003068.1375420166
100661,6785627.697715521
100662,4746076.105327222
100663,2552858.458073073
100664,2856181.8055936564
100665,4546159.226520316
100666,5796666.202603898
100667,3779358.129942505
100668,8782604.043440748
100669,8487911.559515104
100670,4828366.771844934
100671,8940009.263625558
100672,3624584.560310539
100673,3254435.0102932523
100674,1721673.3364399741
100675,2384704.2905245284
100676,4696160.007096196
100677,5197917.2446073815
100678,3756376.5687297224
100679,2294441.2179760067
100680,5088942.955771651
100681,3129298.4256622717
100682,12191128.310183728
100683,10987232.657305151
100684,2675802.5928511852
100685,2746798.2348800143
100686,1292184.0919130123
100687,2048614.5699834344
100688,5861330.7908360865
100689,4572360.596728364
100690,4266201.9211917585
100691,8130618.3854257865
100692,4008212.5490406435
100693,4585591.98985525
100694,4237644.589336674
100695,2558639.865018704
100696,13156330.47700787
100697,7301432.375492492
100698,7588563.353942566
100699,3244388.29438391
100700,26043069.752425436
100701,1541403.110118491
100702,10342725.350332085
100703,3497890.5343100894
100704,4346033.698104089
100705,8441537.917290496
100706,2130019.2103307378
100707,10906818.767491415
100708,5211017.68737613
100709,2629915.3449271065
100710,5165562.706222765
100711,4332591.618449437
100712,12064856.835118543
100713,7524537.230165981
100714,11586285.872779805
100715,3022476.1578177116
100716,7727444.847005207
100717,4311951.017451412
100718,8248604.146526412
100719,8713131.43383663
100720,3417767.920074868
100721,6316476.189133464
100722,3730412.23289424
100723,8315548.700175913
100724,1447095.664461982
100725,2978488.5119078015
100726,3039234.083481066
100727,4224385.283849573
100728,19117603.860611156
100729,2092515.3219956483
100730,2421641.270841063
100731,3523557.267132906
100732,2951487.734814227
100733,3843027.6183313346
100734,4398520.961482175
100735,1275567.3286470445
100736,15905970.843527868
100737,1541204.9142896952
100738,2054202.2258024036
100739,2322966.3392908433
100740,6332846.493529796
100741,6489665.438152955
100742,6702477.212800348
100743,9332146.924335444
100744,5945768.8129998585
100745,2307369.659268448
100746,3806730.1036187373
100747,4476072.437842097
100748,5155709.064967722
100749,8063617.816950852
100750,9795386.341823522
100751,1919496.76665854
100752,6632112.781145177
100753,2138646.6125128223
100754,5313154.785121873
100755,7158897.995989979
100756,5463247.8689818485
100757,3590393.3538996414
100758,8233712.914779634
100759,2684703.9304575264
100760,1925285.1197098005
100761,1933355.8759770282
100762,4827295.9528792165
100763,3347262.420064598
100764,2830295.2589687603
100765,9252330.097640997
100766,2154468.6898849853
100767,1482404.8740045503
100768,6432346.307321018
100769,4353787.667373147
100770,4010309.4854925303
100771,8257567.999729943
100772,3795602.5177466697
100773,3315588.775719815
100774,5056244.092268925
100775,4929922.067438683
100776,6765754.836016811
100777,3026657.4500025897
100778,4664234.5508160135
100779,11907252.171130363
100780,2905265.8444050928
100781,19685413.24698684
100782,7506178.2629011255
100783,2362799.818140241
100784,4577457.385706173
100785,11281953.884603601
100786,5293862.222739761
100787,1345832.0579661522
100788,1649461.2118262355
100789,4560499.287319135
100790,6171670.08631717
100791,7039679.909398245
100792,5907656.817146105
100793,1295913.7790832315
100794,12772088.814709459
100795,2883096.5456340713
100796,5763232.14725141
100797,5703195.418202101
100798,1256539.460466301
100799,3170684.060908215
100800,1648697.3426134791
100801,3492837.197295657
100802,4027648.038124862
100803,3085143.0252968823
100804,5439063.294147628
100805,3340297.1885662614
100806,7284250.552564451
100807,1492467.597860728
100808,2769678.4241391527
100809,9035696.262250537
100810,5732930.858192769
100811,2442470.0363127952
100812,7203763.219026517
100813,5080675.79958047
100814,7619344.749836462
100815,2799877.9834635463
100816,2927034.2198805595
100817,17121988.68268517
100818,4467118.204588709
100819,1404305.9197447402
100820,4775921.580384539
100821,8436029.024141714
100822,20710039.762805097
100823,6542632.164480842
100824,9952337.565329697
100825,1619557.3791409968
100826,7736552.04107558
100827,5590212.631453237
100828,3911906.91032645
100829,15049832.358591478
100830,1932615.7024253355
100831,2020956.9803296581
100832,3306103.061156418
100833,2135757.1008269303
100834,6061718.586549331
100835,3032323.428349474
100836,4179474.6783018825
100837,2326955.825433639
100838,9472053.58001094
100839,8192624.437424785
100840,5742699.797996007
100841,7033232.255552968
100842,2369939.2056587115
100843,6830169.279861638
100844,6059938.171409193
100845,1432519.1358544435
100846,2551003.6811537063
100847,6976217.120324147
100848,4993663.437849649
100849,5003310.248441968
100850,4556573.990999341
100851,11749575.726311084
100852,4235210.213270263
100853,5748537.111663676
100854,2363863.2646989366
100855,4140012.381946032
100856,3548581.2943604095
100857,5370953.654257137
100858,7465929.7145074345
100859,3641247.156917839
100860,1677009.5897868462
100861,1329039.4082924514
100862,7965300.618329218
100863,2561053.3581840666
100864,6418586.865397514
100865,6277484.494323704
100866,1798700.1121899914
100867,3102535.144526964
100868,1868199.851949186
100869,1604869.8219067762
100870,7349831.266117769
100871,2079987.4348822334
100872,3721653.145419529
100873,5088607.052153832
100874,2758400.262486755
100875,3653772.7902391627
100876,7213440.121508703
100877,4309379.166688272
100878,1573131.967747305
100879,7755007.792360434
100880,2765346.844260802
100881,3623709.7584802
100882,8555800.515273001
100883,2066828.678687259
100884,2407635.8317900915
100885,1678678.6699745068
100886,6660942.389890251
100887,1687973.1146079665
100888,2898812.44838481
100889,5889087.777424699
100890,5810317.904627957
100891,7690504.814342501
100892,3240787.7301406953
100893,4103824.1785377506
100894,2608380.471650649
100895,1258835.3055008352
100896,3646959.864315155
100897,3027286.9494592515
100898,9756835.473607816
100899,18130174.44770117
100900,9167212.377809864
100901,2361354.4467300856
100902,7664170.33991372
100903,6728817.031030662
100904,4083617.271747975
100905,8163104.141976934
100906,3572636.208736009
100907,5025017.327757597
100908,2096164.517758768
100909,5363695.934570271
100910,4123806.41248733
100911,2505449.128647589
100912,5435938.577856527
100913,21445762.454150375
100914,3193476.2897518156
100915,6914989.44681707
100916,4768435.632904544
100917,4089021.8937865244
100918,4580176.229188379
100919,2113880.8188836565
100920,3684326.136357075
100921,2863158.8453030726
100922,4315993.23381315
100923,2609898.9049508558
100924,2634179.873453963
100925,6160450.186549502
100926,2291696.513917844
100927,3308417.806754236
100928,4029093.5057036714
100929,1760873.9801690364
100930,7111468.088083448
100931,5109052.419597052
100932,2478281.733746231
100933,7204841.280300012
100934,9176730.387146875
100935,2711453.9334068745
100936,3300705.3770357696
100937,4518734.790484278
100938,12575787.656341942
100939,3885706.9438013486
100940,4893676.223669834
100941,3073826.7508229865
100942,1698310.4263594975
100943,1906303.2294979403
100944,6148392.281020913
100945,4366719.566274161
100946,2252479.4823270626
100947,3825811.6939927367
100948,4552893.576487469
100949,2969836.3139026444
100950,16216871.776082236
100951,2789343.68571704
100952,3877629.711323978
100953,2274426.3514483413
100954,6972074.599631852
100955,6461324.310232529
100956,4897042.486704799
100957,2469656.7111864304
100958,7767827.869904125
100959,2787547.244530269
100960,5767490.294141611
100961,8573555.112245427
100962,11258764.695155144
100963,5398928.1335567525
100964,2280269.182208429
100965,9487231.092236932
100966,2871648.703301876
100967,6596330.439804268
100968,1047192.6074187616
100969,6220693.465586245
100970,12861949.851173438
100971,2592599.592684434
100972,2639926.7391918837
100973,12289314.085773388
100974,4293721.06134449
100975,2934279.7436898397
100976,2222648.8952462124
100977,6102994.053859373
100978,2682630.146484332
100979,6111668.390020049
100980,4944913.813389673
100981,2960745.9864795534
100982,7599286.9262553165
100983,1979482.9020311234
100984,4659220.649281425
100985,2579175.717035547
100986,6794933.165682834
100987,2386234.2394396095
100988,4059687.0013842885
100989,4794673.571554127
100990,4826680.452640399
100991,5898355.5010069255
100992,4951661.955704855
100993,1263551.2981518689
100994,10222265.4673809
100995,2772349.8166002035
100996,2827209.566099287
100997,2049491.0286528864
100998,4512690.886719029
100999,6453231.164860243
101000,5255305.1480229385
101001,8952022.750131218
101002,16431940.979192212
101003,3010183.2610349855
101004,19550174.79282599
101005,6590217.969848431
101006,11053906.540866023
101007,8717924.367494369
101008,5136561.499217929
101009,3344182.274554276
101010,2300813.827970442
101011,7216296.20536313
101012,8037159.661834018
101013,1371852.2670188975
101014,5130085.866225685
101015,6982821.245349279
101016,1329447.7804766954
101017,3340322.6721398532
101018,7230104.968068112
101019,4460934.158373472
101020,1234223.3782197856
101021,5808412.104304279
101022,10645634.66571391
101023,2378469.8711652593
101024,638572.2404814782
101025,3415458.109506657
101026,4018751.3909566607
101027,5559893.338903321
101028,5071736.68491431
101029,6137146.884302931
101030,3161215.3813978424
101031,3983132.015742417
101032,3308784.095218984
101033,1874252.6525186663
101034,4316122.301344428
101035,4987083.588325885
101036,3756723.1387562733
101037,10158095.463717267
101038,4903688.642350869
101039,4231872.408089298
101040,4987478.127223438
101041,7171383.67892902
101042,3279206.310866217
101043,2446069.619434811
101044,4683994.604643179
101045,2899071.9064837946
101046,2527869.1963770306
101047,2290631.315171662
101048,3672219.7631300204
101049,3035925.147110422
101050,3934318.5048822635
101051,7446396.90112509
101052,8984402.770481383
101053,3527868.350562556
101054,2387256.3824182367
101055,5114637.9233319275
101056,6609258.824428803
101057,4056719.9454716058
101058,3539595.3660627566
101059,10395813.018126983
101060,3975030.351434833
101061,28199307.73682882
101062,4489674.519158857
101063,6232464.81112971
101064,12883194.285790972
101065,4488435.044878542
101066,887967.2445686865
101067,1620813.7484959764
101068,4923494.139429861
101069,2976746.248501285
101070,2161645.5612600474
101071,26015353.637543935
101072,10148397.247377262
101073,6090504.867970403
101074,2247200.8490929585
101075,2217211.790831741
101076,3645250.3781829355
101077,3540926.534954417
101078,8211889.207699695
101079,5139231.027347002
101080,4903582.522895664
101081,2734043.9098758176
101082,3212824.822338667
101083,2527552.6407935168
101084,4290063.865409352
101085,5167715.043523642
101086,3451816.108405989
101087,10007476.835853968
101088,2600986.0585302813
101089,4035202.36729431
101090,7184076.1687814295
101091,905727.0292717405
101092,3345793.634463898
101093,1390216.9925544914
101094,3728536.149667759
101095,5470966.399188152
101096,5449767.3767923005
101097,4763158.7916010525
101098,2140483.122568404
101099,6136699.764428504
101100,6513333.08479574
101101,7827367.157655522
101102,1758949.6805113796
101103,1429700.8902553972
101104,4962022.088067785
101105,6569324.026316273
101106,3182236.2720339447
101107,2746608.006702509
101108,3116044.554293515
101109,4454427.966261168
101110,4019293.7124774056
101111,12900722.283137083
101112,7330967.942281891
101113,5055208.092272432
101114,2431973.710946635
101115,6459564.472546043
101116,9835795.126853634
101117,2445480.40386872
101118,2112473.456623199
101119,8115764.9618249675
101120,8309888.313563157
101121,4023914.252119904
101122,2025945.3995046439
101123,1272826.9183518062
101124,2796373.8688539173
101125,1379809.0370769538
101126,3491417.2573640696
101127,14158477.928030845
101128,10397807.222005941
101129,6824656.588533196
101130,9408417.232557017
101131,6124771.593355157
101132,3048734.890452984
101133,1341628.6174902641
101134,1759073.3849398545
101135,1309794.5557792434
101136,5105582.728758239
101137,5095901.589068678
101138,5730617.287955385
101139,3385082.595569512
101140,3052407.6227825936
101141,16988979.837573934
101142,3348312.89803473
101143,6186485.441202821
101144,2421952.756076704
101145,3261732.37342335
101146,5750133.564605678
101147,2743077.547013635
101148,4061698.9578418
101149,2182840.4848978976
101150,3777270.3214910603
101151,1612649.899388467
101152,2844940.496128939
101153,15433649.59567435
101154,6542233.088084878
101155,3643064.2676471258
101156,2559716.2831612863
101157,4599101.0208988525
101158,8912124.50341099
101159,5241887.936953298
101160,1845564.7494590888
101161,4628495.864227314
101162,7806481.812574366
101163,6035673.215875041
101164,18151759.397708222
101165,3756699.308288932
101166,2490573.900580639
101167,2530588.519413317
101168,1410798.9530420913
101169,7480814.557739361
101170,1967859.0939044962
101171,8427718.801396837
101172,2345162.802276619
101173,2196871.8728799056
101174,8423813.95010947
101175,2173204.8676560502
101176,3305942.256563637
101177,4129807.993059873
101178,6484298.166402395
101179,5936468.2152205715
101180,2862622.5565899163
101181,9316079.114894047
101182,4453774.636021908
101183,4843216.448575307
101184,2826394.472925772
101185,3527642.436360273
101186,7488603.114958408
101187,5156695.170043135
101188,8898912.172297161
101189,7074701.882487541
101190,14023893.376803804
101191,1351380.1675191429
101192,2286915.840868617
101193,2795411.877412798
101194,3244620.181090084
101195,3489300.8547431785
101196,3068922.0328418827
101197,1050588.2733530817
101198,1177505.5725010503
101199,2628767.1116354875
101200,3003862.585397577
101201,4943760.70626247
101202,3783586.3066917006
101203,1849223.8625790249
101204,3094176.220981272
101205,9033598.492115885
101206,1190794.1075526
101207,4009965.710864154
101208,1139972.1024929504
101209,5302406.190626999
101210,3491684.1482431283
101211,3132428.518830541
101212,7420564.960644636
101213,4862078.161325584
101214,1778322.6823067646
101215,1853223.2652132153
101216,3113222.364291721
101217,3943199.475180764
101218,7356173.236914521
101219,1708995.6829174673
101220,2831245.044627947
101221,5246193.151880365
101222,5072658.8042839505
101223,4423280.975898514
101224,4439801.914442875
101225,4354947.764747336
101226,9200584.982964143
101227,3161948.231985542
101228,4719088.732035572
101229,4322745.213200141
101230,7563827.301223806
101231,6705124.725691608
101232,7183876.629461132
101233,3177112.1285640895
101234,1443486.2574774846
101235,2540293.654890172
